Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Priest Lauderdale,1997,1998,['Center'],88,325.0,"August 31, 1973",['Central State University'],False,False,74,3.4,1.9,0.4,47.2,0.0,55.4,47.2,11.3,-0.8
Rich Laurel,1978,1978,['Guard'],78,190.0,"July 11, 1954",['Hofstra'],False,False,10,2.4,1.0,0.3,32.3,,100.0,,7.5,0.0
Harry Laurie,1971,1971,['Guard'],73,178.0,"November 2, 1944","['Loyola Chicago', "" Saint Peter's College""]",False,False,9,1.4,1.7,0.9,25.0,,63.6,25.0,0.6,0.0
Walt Lautenbach,1950,1950,"['Guard', 'Forward']",74,185.0,"November 17, 1922",['Wisconsin'],False,False,55,4.3,,1.3,30.1,,69.1,,,-1.3
Joffrey Lauvergne,2015,2018,"['Center', 'Forward']",83,220.0,"September 30, 1991",,False,False,208,5.6,3.8,0.9,47.9,28.5,71.9,50.4,14.3,5.2
Tony Lavelli,1950,1951,['Forward'],75,185.0,"July 11, 1926",['Yale'],False,False,86,6.9,2.0,0.7,36.7,,85.3,,,4.7
Bob Lavoy,1951,1954,"['Forward', 'Center']",79,185.0,"June 29, 1926","['Illinois', ' Western Kentucky']",False,False,264,8.2,6.2,1.5,38.4,,70.7,,15.1,15.9
Acie Law,2008,2011,['Guard'],75,195.0,"January 25, 1985",['Texas A&M'],False,False,188,3.9,1.0,1.6,41.3,23.5,77.8,43.4,9.9,1.6
Vic Law,2020,2020,['Forward'],79,200.0,"December 19, 1995",['Northwestern'],False,False,8,1.9,1.4,0.4,33.3,14.3,33.3,36.1,3.7,-0.1
Gani Lawal,2011,2011,['Forward'],81,234.0,"November 7, 1988",['Georgia Tech'],False,False,1,0.0,0.0,0.0,,,,,-9.1,0.0
Edmund Lawrence,1981,1981,['Center'],84,228.0,"December 8, 1952",['McNeese State University'],False,False,3,4.0,1.3,0.3,62.5,,50.0,62.5,19.4,0.1
A.J. Lawson,2023,2025,['Guard'],78,179.0,"July 15, 2000",['South Carolina'],False,True,83,5.2,1.9,0.6,43.9,31.8,63.8,51.8,12.3,1.2
Jason Lawson,1998,1998,['Center'],83,240.0,"September 2, 1974",['Villanova'],False,False,17,1.5,1.6,0.3,60.0,,80.0,60.0,21.5,0.5
Ty Lawson,2010,2017,['Guard'],71,195.0,"November 3, 1987",['UNC'],False,False,551,12.7,2.7,6.0,46.0,35.9,77.0,50.4,17.2,42.1
Jake Layman,2017,2022,['Forward'],80,209.0,"March 7, 1994",['Maryland'],False,True,243,4.8,1.7,0.5,46.0,30.0,71.9,52.6,11.1,3.8
Mo Layton,1972,1978,['Guard'],73,180.0,"December 24, 1948","['Phoenix College', ' USC']",False,False,267,6.9,1.3,2.6,44.8,,74.9,44.8,11.8,4.4
Caris LeVert,2017,2025,"['Guard', 'Forward']",78,205.0,"August 25, 1994",['Michigan'],False,True,524,13.9,3.8,4.0,43.7,34.5,73.6,50.0,14.6,23.9
T.J. Leaf,2018,2021,['Forward'],82,222.0,"April 30, 1997",['UCLA'],False,False,146,3.3,1.9,0.3,49.2,34.1,58.5,52.9,13.7,2.7
Manny Leaks,1969,1974,"['Center', 'Forward']",80,225.0,"November 27, 1945",['Niagara University'],False,False,446,11.9,9.0,1.1,44.0,0.0,70.7,44.0,15.0,14.4
Hal Lear,1957,1957,['Guard'],72,163.0,"January 31, 1935",['Temple'],False,False,3,1.3,0.3,0.3,33.3,,,,1.1,0.0
Allen Leavell,1980,1989,['Guard'],73,170.0,"May 27, 1957",['Oklahoma City University'],False,False,700,9.5,1.7,4.8,45.0,23.4,83.4,46.2,14.7,29.9
Jeff Lebo,1990,1990,['Guard'],74,180.0,"October 5, 1966",['UNC'],False,False,4,1.5,1.0,0.8,28.6,,100.0,28.6,5.8,0.0
Eric Leckner,1989,1997,"['Center', 'Forward']",83,265.0,"May 27, 1966",['Wyoming'],False,False,449,4.1,3.2,0.5,50.8,0.0,66.9,50.8,9.8,6.2
Jalen Lecque,2020,2021,['Guard'],76,185.0,"June 13, 2000",,False,True,9,1.7,0.8,0.4,26.3,0.0,100.0,26.3,3.2,-0.1
Ricky Ledo,2014,2015,['Guard'],79,195.0,"September 10, 1992",,False,False,28,3.9,1.4,0.8,33.6,37.1,76.9,39.4,7.0,-0.6
Butch Lee,1979,1980,['Guard'],72,185.0,"December 5, 1956",['Marquette'],False,False,96,8.1,1.4,3.2,45.0,,76.1,45.0,13.5,2.4
Clyde Lee,1967,1976,"['Forward', 'Center']",82,205.0,"March 14, 1944",['Vanderbilt'],False,False,742,7.7,10.3,1.1,43.2,,61.4,,11.9,33.5
Courtney Lee,2009,2020,['Guard'],77,215.0,"October 3, 1985",['Western Kentucky'],False,False,811,9.6,2.6,1.7,45.1,38.8,85.3,51.8,12.2,39.3
Damion Lee,2018,2025,['Guard'],77,210.0,"October 21, 1992","['Drexel', ' Louisville']",False,True,315,7.8,3.2,1.3,43.3,37.4,88.1,53.1,11.6,10.6
Dave Lee,1968,1969,['Forward'],79,225.0,"March 31, 1942",['San Francisco'],False,False,58,6.4,3.2,0.3,44.2,33.3,85.7,44.6,17.3,1.9
David Lee,2006,2017,"['Forward', 'Center']",81,245.0,"April 29, 1983",['Florida'],False,False,829,13.5,8.8,2.2,53.5,3.4,77.2,53.6,19.1,76.0
Dick Lee,1968,1968,['Forward'],78,,,['Washington'],False,False,2,0.0,0.5,0.5,,,,,30.7,0.0
Doug Lee,1992,1995,"['Guard', 'Forward']",77,200.0,"October 24, 1964","['Texas A&M', ' Purdue']",False,False,73,2.3,0.6,0.4,41.2,31.0,70.0,47.3,11.0,0.7
George Lee,1961,1968,"['Forward', 'Guard']",76,200.0,"November 23, 1936",['Michigan'],False,False,297,7.5,4.2,0.9,37.9,,73.4,,12.1,6.6
Greg Lee,1975,1976,['Guard'],75,190.0,"December 12, 1951",['UCLA'],False,False,10,2.4,0.5,2.4,52.6,,100.0,52.6,11.9,0.1
Keith Lee,1986,1989,"['Forward', 'Center']",82,215.0,"December 28, 1962",['Memphis'],False,False,182,6.1,4.7,1.0,45.1,16.7,74.6,45.2,12.2,3.7
Kurk Lee,1991,1991,['Guard'],75,190.0,"June 3, 1967","['Western Kentucky', ' Towson University']",False,False,48,1.4,0.6,0.7,26.8,20.0,89.3,28.9,5.6,-0.1
Malcolm Lee,2012,2015,['Guard'],77,200.0,"May 22, 1990",['UCLA'],False,False,36,3.9,1.8,1.4,38.2,29.4,70.3,41.9,9.5,0.4
Rock Lee,1982,1982,['Center'],82,220.0,"May 1, 1955","['California', ' San Diego State']",False,False,2,1.0,0.5,1.0,50.0,,0.0,50.0,1.0,0.0
Ron Lee,1977,1982,['Guard'],76,193.0,"November 2, 1952",['Oregon'],False,False,448,7.3,2.7,3.8,41.6,32.1,70.5,42.3,12.4,10.7
Russ Lee,1973,1975,"['Guard', 'Forward']",77,185.0,"January 27, 1950",['Marshall'],False,False,97,2.9,1.2,0.7,39.1,,68.5,,14.0,0.5
Saben Lee,2021,2024,['Guard'],74,183.0,"June 23, 1999",['Vanderbilt'],False,True,134,5.2,1.9,2.8,42.1,27.1,73.4,45.2,13.7,3.5
Ed Leede,1950,1951,"['Forward', 'Guard']",75,185.0,"July 17, 1927",['Dartmouth College'],False,False,121,7.8,2.1,1.9,33.4,,71.9,,,5.8
Hank Lefkowitz,1947,1947,['Forward'],74,190.0,"August 31, 1923",['Case Western Reserve University'],False,False,24,2.1,,0.2,19.3,,53.8,,,-0.8
Tim Legler,1990,2000,['Guard'],76,200.0,"December 26, 1966",['La Salle'],False,False,310,7.0,1.6,1.3,44.7,43.1,84.0,52.3,13.6,12.1
George Lehmann,1968,1974,['Guard'],72,180.0,"May 1, 1941",['Campbell'],False,False,376,11.9,1.6,4.5,41.8,36.5,84.1,47.1,12.8,18.6
Barry Leibowitz,1968,1968,['Guard'],74,180.0,"September 10, 1945",['Long Island University'],False,False,82,10.9,2.1,3.7,36.7,15.4,80.5,37.0,9.5,1.5
Walt Lemon Jr.,2018,2019,['Guard'],75,180.0,"July 26, 1992",['Bradley'],False,False,11,9.4,2.6,3.2,43.7,50.0,71.4,45.1,14.7,0.0
Alex Len,2014,2025,['Center'],84,250.0,"June 16, 1993",['Maryland'],False,True,690,6.7,5.3,0.9,51.0,32.2,67.8,52.6,15.0,23.9
Voshon Lenard,1996,2006,['Guard'],76,205.0,"May 14, 1973",['Minnesota'],False,False,565,11.9,2.8,2.1,41.5,38.4,78.7,49.4,13.8,29.6
Leary Lentz,1968,1969,['Forward'],78,200.0,"February 23, 1945",['Houston'],False,False,148,8.0,6.2,0.8,40.5,0.0,66.0,40.5,12.0,3.4
Gary Leonard,1990,1992,['Center'],85,250.0,"February 16, 1967",['Missouri'],False,False,31,1.4,1.1,0.1,45.9,0.0,50.0,45.9,8.6,0.1
Kawhi Leonard,2012,2025,['Forward'],79,225.0,"June 29, 1991",['San Diego State'],False,True,733,20.1,6.4,3.1,49.9,39.2,86.0,55.4,23.2,102.7
Meyers Leonard,2013,2023,"['Center', 'Forward']",84,260.0,"February 27, 1992",['Illinois'],False,True,456,5.6,3.9,0.9,48.2,39.0,81.2,56.5,12.0,15.8
Slick Leonard,1957,1963,['Guard'],75,185.0,"July 17, 1932",['Indiana'],True,False,426,9.9,2.9,3.3,34.9,,74.5,,10.3,3.8
Malevy Leons,2025,2025,['Forward'],81,205.0,"September 23, 1999","['Mineral Area College', ' Bradley']",False,True,6,0.3,0.5,0.2,0.0,0.0,50.0,0.0,-2.3,0.0
Jim Les,1989,1995,['Guard'],71,165.0,"August 18, 1963","['Cleveland State University', ' Bradley']",False,False,321,3.8,1.2,2.9,39.7,39.6,81.8,50.1,12.4,8.1
Travis Leslie,2012,2012,['Guard'],76,205.0,"March 29, 1990",['Georgia'],False,False,10,1.4,0.9,0.5,35.7,,44.4,35.7,14.6,0.1
Ronnie Lester,1981,1986,['Guard'],74,175.0,"January 1, 1959",['Iowa'],False,False,250,7.3,1.9,4.0,46.9,22.7,78.8,47.0,13.0,6.3
Clifford Lett,1990,1991,['Guard'],75,170.0,"December 23, 1965",['Florida'],False,False,11,3.5,0.6,0.7,43.2,0.0,66.7,43.2,3.4,-0.1
Jon Leuer,2012,2019,['Forward'],82,228.0,"May 14, 1989",['Wisconsin'],False,False,377,6.4,3.8,0.8,48.4,32.8,76.7,51.5,14.5,13.2
Andrew Levane,1949,1953,"['Forward', 'Guard']",74,190.0,"April 11, 1920","[""St. John's""]",False,False,103,4.5,1.3,2.0,31.0,,63.3,,-4.1,0.8
Fat Lever,1983,1994,['Guard'],75,170.0,"August 18, 1960",['Arizona State'],False,False,752,13.9,6.0,6.2,44.7,31.0,77.1,45.5,17.8,61.2
Cliff Levingston,1983,1995,['Forward'],80,210.0,"January 4, 1961",['Wichita State'],False,False,830,7.1,5.2,0.9,51.6,15.2,67.6,51.6,13.8,44.2
Bobby Lewis,1968,1971,['Guard'],75,175.0,"March 20, 1945",['UNC'],False,False,255,5.8,2.1,2.2,38.1,,71.2,,9.7,1.1
Cedric Lewis,1996,1996,"['Forward', 'Center']",82,235.0,"September 24, 1969",['Maryland'],False,False,3,1.3,0.7,0.0,66.7,,,66.7,62.7,0.1
Freddie Lewis,1949,1950,"['Forward', 'Guard']",74,195.0,"January 6, 1921",['Eastern Kentucky University'],False,False,95,8.4,,1.4,31.2,,76.5,,,0.7
Freddie Lewis,1967,1977,['Guard'],72,175.0,"July 1, 1943","['Eastern Arizona College', ' Arizona State']",False,False,750,16.0,3.7,4.0,43.2,28.0,81.7,44.6,15.1,53.8
Grady Lewis,1947,1949,"['Forward', 'Center']",79,215.0,"March 25, 1917",['Oklahoma'],False,False,139,5.4,,0.9,25.2,,59.5,,,4.3
Kira Lewis Jr.,2021,2024,['Guard'],73,170.0,"April 6, 2001",['Alabama'],False,True,131,5.2,1.3,1.8,39.7,29.4,84.8,45.1,10.5,1.3
Martin Lewis,1996,1997,['Forward'],77,210.0,"April 28, 1975","['Butler County Community College', ' Seward County Community College']",False,False,25,3.6,1.4,0.3,47.3,30.0,59.3,49.3,11.2,0.1
Maxwell Lewis,2024,2025,['Forward'],79,195.0,"July 27, 2002",['Pepperdine'],False,True,62,2.0,1.0,0.4,38.0,33.9,69.2,45.7,6.6,-0.2
Mike Lewis,1969,1974,"['Center', 'Forward']",80,225.0,"March 18, 1946",['Duke'],False,False,337,12.1,11.9,3.0,49.8,0.0,73.5,49.8,17.6,24.4
Quincy Lewis,2000,2004,['Forward'],79,215.0,"June 26, 1977",['Minnesota'],False,False,159,3.6,1.3,0.6,39.7,33.3,71.0,42.9,6.7,0.8
Ralph Lewis,1988,1990,"['Forward', 'Guard']",78,200.0,"March 28, 1963",['La Salle'],False,False,99,2.3,1.2,0.3,41.4,25.0,56.2,41.6,8.5,0.0
Rashard Lewis,1999,2014,['Forward'],82,215.0,"August 8, 1979",,False,False,1049,14.9,5.2,1.7,45.2,38.6,80.5,52.4,16.8,90.9
Reggie Lewis,1988,1993,"['Guard', 'Forward']",79,195.0,"November 21, 1965",['Northeastern University'],False,False,450,17.6,4.3,2.6,48.8,20.0,82.4,49.0,17.1,38.9
Scottie Lewis,2022,2022,['Guard'],77,189.0,"March 12, 2000",['Florida'],False,False,2,0.5,0.0,0.5,,,50.0,,14.6,0.0
Marcus Liberty,1991,1994,['Forward'],80,205.0,"October 27, 1968",['Illinois'],False,False,267,7.3,3.5,0.9,41.7,34.0,66.4,43.5,12.2,4.0
Todd Lichti,1990,1994,"['Guard', 'Forward']",76,205.0,"January 8, 1967",['Stanford'],False,False,237,7.9,2.1,1.4,46.0,24.4,78.9,46.6,12.2,5.6
E.J. Liddell,2024,2025,['Forward'],79,240.0,"December 18, 2000",['Ohio State'],False,True,20,1.3,0.7,0.2,42.9,20.0,100.0,50.0,9.0,0.1
DeAndre Liggins,2012,2018,['Guard'],78,209.0,"March 31, 1988",['Kentucky'],False,False,177,2.0,1.4,0.7,40.2,35.2,54.9,46.9,7.3,1.6
Bill Ligon,1975,1975,['Guard'],76,180.0,"May 29, 1952",['Vanderbilt'],False,False,38,3.3,0.7,0.7,38.5,,64.0,,11.8,-0.2
Goose Ligon,1968,1974,"['Forward', 'Center']",79,210.0,"February 22, 1944",,False,False,434,12.8,10.9,2.1,48.7,12.5,64.3,48.8,15.9,36.1
Damian Lillard,2013,2025,['Guard'],74,195.0,"July 15, 1990",['Weber State'],False,True,900,25.1,4.3,6.7,43.9,37.1,89.9,52.3,22.2,118.4
Jeremy Lin,2011,2019,['Guard'],75,200.0,"August 23, 1988",['Harvard University'],False,False,480,11.6,2.8,4.3,43.3,34.2,80.9,48.5,15.3,23.5
Steve Lingenfelter,1983,1984,['Forward'],81,225.0,"June 10, 1958","['Minnesota', ' South Dakota State']",False,False,10,1.0,1.6,0.5,71.4,,0.0,71.4,3.1,0.0
Alton Lister,1982,1998,"['Center', 'Forward']",84,240.0,"October 1, 1958",['Arizona State'],False,False,953,6.6,6.3,1.0,51.2,11.1,59.7,51.2,12.9,36.6
Nassir Little,2020,2024,['Forward'],77,220.0,"February 11, 2000",['UNC'],False,True,237,5.5,2.9,0.7,45.2,33.0,73.5,53.3,11.3,4.7
Sammy Little,1970,1970,['Guard'],72,180.0,"March 29, 1946",['Delta State University'],False,False,3,1.7,0.3,0.7,50.0,0.0,100.0,50.0,10.3,0.0
Gene Littles,1970,1975,['Guard'],72,160.0,"June 29, 1943",['High Point University'],False,False,450,9.0,3.3,3.0,47.6,24.0,73.8,48.0,13.4,23.4
Dereck Lively II,2024,2025,['Center'],85,230.0,"February 12, 2004",['Duke'],False,True,91,8.8,7.1,1.6,72.9,0.0,56.5,72.9,18.9,8.4
Isaiah Livers,2022,2024,['Forward'],79,230.0,"July 28, 1998",['Michigan'],False,True,94,6.2,2.6,0.9,40.7,35.8,78.9,53.1,8.1,1.6
Chris Livingston,2024,2025,['Forward'],78,220.0,"October 15, 2003",['Kentucky'],False,True,42,1.3,1.3,0.2,40.8,7.7,75.0,41.8,8.5,0.1
Randy Livingston,1997,2007,['Guard'],76,209.0,"April 2, 1975",['LSU'],False,False,203,3.8,1.4,2.0,40.6,35.1,77.1,42.9,10.0,2.3
Shaun Livingston,2005,2019,['Guard'],79,192.0,"September 11, 1985",,False,False,833,6.3,2.4,3.0,48.6,17.8,79.4,48.8,12.5,29.9
Ron Livingstone,1950,1951,['Center'],82,220.0,"October 9, 1925","[""Saint Mary's"", ' Wyoming']",False,False,117,6.3,4.7,1.9,28.6,,69.2,,,2.4
Horacio Llamas,1997,1998,['Center'],83,285.0,"July 17, 1973",['Grand Canyon University'],False,False,28,2.1,1.3,0.2,46.9,33.3,61.1,48.0,10.0,0.0
Bobby Lloyd,1968,1969,['Guard'],74,184.0,"January 3, 1946",['Rutgers University'],False,False,125,9.0,1.8,1.8,40.7,38.5,87.2,41.5,13.9,5.3
Chuck Lloyd,1971,1971,"['Center', 'Forward']",80,220.0,"May 22, 1947",['Yankton College'],False,False,14,4.7,1.8,0.4,45.1,,66.7,45.1,17.4,0.2
Earl Lloyd,1951,1960,"['Forward', 'Center']",77,200.0,"April 3, 1928",['West Virginia State University'],True,False,560,8.4,6.4,1.4,35.6,,75.0,,10.7,19.1
Lewis Lloyd,1982,1990,"['Guard', 'Forward']",78,205.0,"February 22, 1959",['Drake University'],False,False,388,13.2,3.1,2.9,52.4,21.3,77.1,52.5,16.4,19.8
Scott Lloyd,1977,1983,"['Center', 'Forward']",82,230.0,"December 19, 1952",['Arizona State'],False,False,372,4.6,3.0,1.0,42.5,28.6,71.8,42.6,8.5,2.5
Riney Lochmann,1968,1970,['Forward'],78,215.0,"May 26, 1944",['Kansas'],False,False,170,4.3,2.7,0.8,40.5,31.3,60.6,40.9,9.5,0.6
Bob Lochmueller,1953,1953,['Forward'],77,185.0,"June 5, 1927",['Louisville'],False,False,62,3.7,2.6,0.8,32.2,,60.7,,9.0,0.5
Rob Lock,1989,1989,['Forward'],81,225.0,"May 22, 1966",['Kentucky'],False,False,20,1.5,1.6,0.2,28.1,,80.0,28.1,5.3,-0.2
Darrell Lockhart,1984,1984,['Center'],81,245.0,"September 14, 1960",['Auburn'],False,False,2,2.0,1.5,0.0,100.0,,,100.0,1.6,0.0
Ian Lockhart,1991,1991,['Forward'],80,240.0,"June 25, 1967",['Tennessee'],False,False,1,4.0,0.0,0.0,100.0,,100.0,100.0,76.3,0.0
Kevin Loder,1982,1984,"['Forward', 'Guard']",78,205.0,"March 15, 1959","['Kentucky State University', ' Alabama State University']",False,False,148,5.9,2.3,1.2,46.1,26.1,69.5,46.5,11.9,2.4
Don Lofgran,1951,1954,"['Forward', 'Center']",77,200.0,"November 8, 1929",['San Francisco'],False,False,209,6.1,3.9,1.0,32.9,,69.2,,11.7,3.0
Kenneth Lofton Jr.,2023,2024,['Forward'],79,275.0,"August 14, 2002",['Louisiana Tech'],False,True,45,4.8,2.0,1.2,49.7,31.7,62.3,53.5,17.3,0.8
Zach Lofton,2019,2019,['Guard'],76,180.0,"November 18, 1992","['Illinois State', ' Texas Southern', ' New Mexico State']",False,False,1,0.0,0.0,0.0,0.0,0.0,,0.0,-10.0,0.0
Henry Logan,1969,1970,['Guard'],72,180.0,"March 14, 1946",['Western Carolina University'],False,False,108,11.6,3.5,2.3,46.6,14.3,70.5,46.7,13.7,5.6
John Logan,1947,1951,['Guard'],74,175.0,"January 1, 1921",['Indiana'],False,False,258,12.4,4.5,3.0,31.2,,76.7,,,27.8
Brad Lohaus,1988,1998,"['Forward', 'Center']",83,230.0,"September 29, 1964",['Iowa'],False,False,656,5.9,2.8,1.1,44.0,36.1,73.3,49.6,12.3,15.2
Art Long,2001,2003,"['Forward', 'Center']",81,250.0,"October 1, 1972",['Cincinnati'],False,False,98,3.5,3.3,0.5,45.8,66.7,48.5,46.1,9.7,0.9
Grant Long,1989,2003,['Forward'],80,225.0,"March 12, 1966",['Eastern Michigan'],False,False,1003,9.5,6.1,1.7,46.7,28.3,76.1,47.2,13.3,60.1
John Long,1979,1997,"['Guard', 'Forward']",77,195.0,"August 28, 1956",['Detroit Mercy'],False,False,893,13.6,2.8,1.9,46.7,32.2,86.2,47.2,14.2,32.0
Paul Long,1968,1971,['Guard'],74,180.0,"February 8, 1944","['Virginia Tech', ' Wake Forest']",False,False,80,3.9,0.8,0.8,42.9,,76.5,42.9,14.7,0.8
Shawn Long,2017,2017,"['Center', 'Forward']",81,255.0,"January 29, 1993",['Louisiana'],False,False,18,8.2,4.7,0.7,56.0,36.8,54.3,59.2,24.1,0.9
Willie Long,1972,1974,"['Forward', 'Center']",80,225.0,"March 1, 1950",['New Mexico'],False,False,213,11.4,6.0,1.0,42.1,0.0,77.4,42.1,13.1,6.9
Luc Longley,1992,2001,['Center'],86,265.0,"January 19, 1969",['New Mexico'],False,False,567,7.2,4.9,1.5,46.2,0.0,76.0,46.2,11.8,17.5
Kevon Looney,2016,2025,"['Forward', 'Center']",81,222.0,"February 6, 1996",['UCLA'],False,True,599,5.0,5.7,1.6,57.5,18.5,60.8,57.7,15.7,37.4
Brook Lopez,2009,2025,['Center'],85,282.0,"April 1, 1988",['Stanford'],False,True,1105,15.9,6.1,1.5,49.7,35.2,79.7,53.7,18.5,91.9
Felipe López,1999,2002,['Guard'],77,199.0,"December 19, 1974","[""St. John's""]",False,False,249,5.8,2.4,1.0,43.2,32.7,65.9,45.1,11.5,3.1
Raül López,2004,2005,['Guard'],73,170.0,"April 15, 1980",,False,False,113,6.5,1.7,3.8,42.9,34.6,85.3,46.4,12.2,2.1
Robin Lopez,2009,2024,['Center'],85,281.0,"April 1, 1988",['Stanford'],False,True,992,8.4,4.7,0.8,53.7,29.7,74.3,54.1,15.8,49.6
Ryan Lorthridge,1995,1995,['Guard'],76,190.0,"July 27, 1972",['Jackson State University'],False,False,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4
Jim Loscutoff,1956,1964,['Forward'],77,220.0,"February 4, 1930",['Oregon'],False,False,511,6.2,5.6,0.7,34.5,,65.3,,8.3,3.4
Plummer Lott,1968,1969,"['Forward', 'Guard']",77,210.0,"December 11, 1945",['Seattle University'],False,False,67,2.2,1.8,0.6,29.4,,58.3,,4.1,-1.3
Kevin Loughery,1963,1973,['Guard'],75,190.0,"March 28, 1940","['Boston College', "" St. John's""]",False,False,755,15.3,3.0,3.7,41.3,,80.3,,13.7,29.8
Didi Louzada,2021,2022,['Guard'],77,188.0,"February 7, 1999",,False,True,12,3.6,1.7,0.7,32.6,35.5,100.0,44.6,4.2,-0.1
Bob Love,1967,1977,['Forward'],80,215.0,"December 8, 1942",['Southern University and A&M College'],False,False,789,17.6,5.9,1.4,42.9,,80.5,,14.9,50.4
Kevin Love,2009,2025,"['Forward', 'Center']",80,251.0,"September 7, 1988",['UCLA'],False,True,952,16.2,10.0,2.3,43.8,36.9,82.8,51.0,20.8,94.9
Stan Love,1972,1975,['Forward'],81,215.0,"April 9, 1949",['Oregon'],False,False,239,6.6,3.9,0.8,44.0,,75.1,44.0,13.2,5.6
Clyde Lovellette,1954,1964,"['Center', 'Forward']",81,234.0,"September 7, 1929",['Kansas'],True,False,704,17.0,9.5,1.6,44.3,,75.7,,21.7,70.6
Sidney Lowe,1984,1990,['Guard'],72,195.0,"January 21, 1960",['NC State'],False,False,193,2.9,1.7,3.9,36.7,13.3,76.4,37.0,10.4,3.9
Charlie Lowery,1972,1972,['Guard'],75,185.0,"November 12, 1949",['University of Puget Sound'],False,False,20,2.3,1.0,0.7,44.7,,61.1,,10.5,0.2
Kyle Lowry,2007,2025,['Guard'],72,196.0,"March 25, 1986",['Villanova'],False,True,1173,13.9,4.2,6.1,42.3,36.8,81.5,51.2,17.3,112.6
Jordan Loyd,2019,2019,['Guard'],76,210.0,"July 27, 1993","['Furman University', ' University of Indianapolis']",False,False,12,2.4,0.8,0.5,44.4,50.0,81.8,55.6,16.3,0.2
Al Lucas,1949,1949,"['Forward', 'Guard']",75,195.0,"July 4, 1922",['Fordham'],False,False,2,1.0,,1.0,33.3,,,,,0.0
Jerry Lucas,1964,1974,"['Forward', 'Center']",80,230.0,"March 30, 1940",['Ohio State'],True,False,829,17.0,15.6,3.3,49.9,,78.3,,18.9,98.4
John Lucas,1977,1990,['Guard'],75,175.0,"October 31, 1953",['Maryland'],False,False,928,10.7,2.3,7.0,44.9,30.3,77.6,46.3,15.9,53.7
Kalin Lucas,2015,2019,['Guard'],73,195.0,"May 24, 1989",['Michigan State'],False,False,2,1.0,1.5,0.5,0.0,0.0,100.0,0.0,8.0,0.0
Maurice Lucas,1975,1988,"['Forward', 'Center']",81,215.0,"February 18, 1952",['Marquette'],False,False,1021,14.6,9.1,2.4,47.1,14.3,76.5,47.2,16.2,69.0
John Lucas III,2006,2017,['Guard'],71,166.0,"November 21, 1982","['Baylor', ' Oklahoma State']",False,False,242,4.7,1.0,1.5,38.3,34.4,76.8,45.2,11.8,3.4
Ted Luckenbill,1962,1963,['Forward'],78,205.0,"July 27, 1939",['Houston'],False,False,87,2.3,1.9,0.4,36.7,,60.4,,8.4,0.4
Tyronn Lue,1999,2009,['Guard'],72,175.0,"May 3, 1977",['Nebraska'],False,False,554,8.5,1.7,3.1,43.7,39.1,82.9,49.4,13.2,19.7
Jim Luisi,1954,1954,['Guard'],74,180.0,"November 2, 1928",['St. Francis College'],False,False,31,2.9,0.8,1.1,32.6,,65.9,,7.7,0.0
Al Lujack,1947,1947,['Forward'],75,220.0,"October 5, 1920",['Georgetown'],False,False,5,0.8,,0.0,12.5,,40.0,,,0.0
Phil Lumpkin,1975,1976,['Guard'],72,165.0,"December 20, 1951",['Miami University'],False,False,82,3.3,1.0,2.7,42.4,,81.2,,10.5,0.7
Ray Lumpp,1949,1953,['Guard'],73,178.0,"July 11, 1923",['NYU'],False,False,300,8.2,2.2,2.2,36.6,,76.7,,12.7,15.5
Gabriel Lundberg,2022,2022,['Guard'],76,203.0,"December 4, 1994",,False,False,4,3.3,1.8,2.8,26.3,37.5,,34.2,7.7,0.0
Seth Lundy,2024,2024,"['Guard', 'Forward']",78,220.0,"April 2, 2000",['Penn State'],False,True,9,1.6,0.8,0.0,23.5,23.1,75.0,32.4,0.0,-0.1
Timothé Luwawu-Cabarrot,2017,2022,['Forward'],79,220.0,"May 9, 1995",,False,True,328,5.9,2.0,0.9,39.1,33.5,82.9,48.8,8.6,4.7
Tyler Lydon,2018,2019,['Forward'],82,225.0,"April 9, 1996",['Syracuse'],False,False,26,0.9,0.7,0.2,50.0,40.0,33.3,61.1,9.1,0.2
Trey Lyles,2016,2025,['Forward'],81,234.0,"November 5, 1995",['Kentucky'],False,True,650,7.6,4.3,1.1,44.1,34.7,74.1,52.1,13.4,22.0
R.B. Lynam,1968,1968,['Guard'],73,190.0,,['Oklahoma Baptist University'],False,False,7,2.4,0.7,0.0,29.4,0.0,87.5,29.4,-0.2,0.0
George Lynch,1994,2005,['Forward'],80,218.0,"September 3, 1970",['UNC'],False,False,774,6.6,5.0,1.4,44.6,30.6,65.2,46.2,12.8,32.3
Kevin Lynch,1992,1993,"['Guard', 'Forward']",77,195.0,"December 24, 1968",['Minnesota'],False,False,95,3.3,1.3,1.1,43.6,33.3,72.6,44.1,7.7,0.4
Lonnie Lynn,1970,1970,['Forward'],79,215.0,"May 24, 1943","['Upper Iowa University', ' Wilberforce University']",False,False,52,5.0,5.0,0.8,40.7,0.0,48.6,40.7,9.1,0.1
Mike Lynn,1970,1971,['Forward'],79,215.0,"November 25, 1945",['UCLA'],False,False,49,2.6,1.4,0.6,32.9,,66.7,,4.5,-0.3
